protein,go_term
P17302,GO:0000132
P17302,GO:0000139
P17302,GO:0003161
P17302,GO:0005243
P17302,GO:0005634
P17302,GO:0005737
P17302,GO:0005739
P17302,GO:0005789
P17302,GO:0005794
P17302,GO:0005886
P17302,GO:0005921
P17302,GO:0005922
P17302,GO:0005925
P17302,GO:0007165
P17302,GO:0007267
P17302,GO:0007283
P17302,GO:0007507
P17302,GO:0008013
P17302,GO:0008104
P17302,GO:0010628
P17302,GO:0010644
P17302,GO:0014047
P17302,GO:0014704
P17302,GO:0015075
P17302,GO:0015562
P17302,GO:0015631
P17302,GO:0016264
P17302,GO:0016324
P17302,GO:0030054
P17302,GO:0030308
P17302,GO:0030660
P17302,GO:0032277
P17302,GO:0034220
P17302,GO:0034634
P17302,GO:0035633
P17302,GO:0042908
P17302,GO:0043014
P17302,GO:0043123
P17302,GO:0044291
P17302,GO:0045087
P17302,GO:0045121
P17302,GO:0046849
P17302,GO:0055077
P17302,GO:0060348
P17302,GO:0070160
P17302,GO:0086014
P17302,GO:0086064
P17302,GO:0086075
P17302,GO:0099111
P17302,GO:0120162
P17302,GO:0140115
P17302,GO:1901164
P17302,GO:1903763
P17302,GO:1904646
P17302,GO:1904707
P17302,GO:1905332
P17302,GO:1905772
P17302,GO:2000648
P18825,GO:0004938
P18825,GO:0005737
P18825,GO:0005768
P18825,GO:0005886
P18825,GO:0006940
P18825,GO:0007173
P18825,GO:0007186
P18825,GO:0007267
P18825,GO:0010700
P18825,GO:0019229
P18825,GO:0030168
P18825,GO:0031694
P18825,GO:0032811
P18825,GO:0042803
P18825,GO:0043410
P18825,GO:0045666
P18825,GO:0046676
P18825,GO:0046982
P18825,GO:0051379
P18825,GO:0051897
P18825,GO:0071875
P18825,GO:0071881
P19793,GO:0000122
P19793,GO:0000785
P19793,GO:0000976
P19793,GO:0000977
P19793,GO:0000978
P19793,GO:0000981
P19793,GO:0001221
P19793,GO:0001972
P19793,GO:0002157
P19793,GO:0003690
P19793,GO:0003700
P19793,GO:0003707
P19793,GO:0003712
P19793,GO:0004879
P19793,GO:0005634
P19793,GO:0005654
P19793,GO:0005739
P19793,GO:0005829
P19793,GO:0007399
P19793,GO:0008270
P19793,GO:0009755
P19793,GO:0010875
P19793,GO:0015721
P19793,GO:0019216
P19793,GO:0019899
P19793,GO:0030154
P19793,GO:0030224
P19793,GO:0030501
P19793,GO:0032526
P19793,GO:0035357
P19793,GO:0042277
P19793,GO:0042789
P19793,GO:0042802
P19793,GO:0042809
P19793,GO:0043235
P19793,GO:0043565
P19793,GO:0044323
P19793,GO:0045834
P19793,GO:0045893
P19793,GO:0045944
P19793,GO:0048384
P19793,GO:0048469
P19793,GO:0050692
P19793,GO:0050693
P19793,GO:0070564
P19793,GO:0071404
P19793,GO:0090575
P19793,GO:0140077
P19793,GO:1990837
P08588,GO:0001996
P08588,GO:0002025
P08588,GO:0004939
P08588,GO:0004940
P08588,GO:0005769
P08588,GO:0005886
P08588,GO:0007189
P08588,GO:0010666
P08588,GO:0030165
P08588,GO:0031694
P08588,GO:0043410
P08588,GO:0045187
P08588,GO:0046982
P08588,GO:0071880
P08588,GO:0098685
P08588,GO:0098992
P08588,GO:0099579
P08588,GO:0120162
P08913,GO:0001819
P08913,GO:0004938
P08913,GO:0005737
P08913,GO:0005886
P08913,GO:0006260
P08913,GO:0007173
P08913,GO:0007186
P08913,GO:0007189
P08913,GO:0007193
P08913,GO:0007265
P08913,GO:0007266
P08913,GO:0007565
P08913,GO:0008284
P08913,GO:0010700
P08913,GO:0016323
P08913,GO:0019229
P08913,GO:0019901
P08913,GO:0030036
P08913,GO:0030168
P08913,GO:0030335
P08913,GO:0031692
P08913,GO:0031696
P08913,GO:0031996
P08913,GO:0032795
P08913,GO:0032811
P08913,GO:0032870
P08913,GO:0042311
P08913,GO:0042593
P08913,GO:0042803
P08913,GO:0043025
P08913,GO:0043235
P08913,GO:0043268
P08913,GO:0043278
P08913,GO:0043410
P08913,GO:0043679
P08913,GO:0045742
P08913,GO:0045955
P08913,GO:0046676
P08913,GO:0048787
P08913,GO:0050892
P08913,GO:0050955
P08913,GO:0050995
P08913,GO:0051044
P08913,GO:0051379
P08913,GO:0051380
P08913,GO:0051897
P08913,GO:0051926
P08913,GO:0061179
P08913,GO:0070473
P08913,GO:0071875
P08913,GO:0071880
P08913,GO:0071881
P08913,GO:0071882
P08913,GO:0090303
P08913,GO:0097305
P08913,GO:0098691
P08913,GO:0098839
P08913,GO:0098978
P08913,GO:0098982
P08913,GO:0099171
P09960,GO:0003723
P09960,GO:0004177
P09960,GO:0004301
P09960,GO:0004463
P09960,GO:0005576
P09960,GO:0005634
P09960,GO:0005829
P09960,GO:0006508
P09960,GO:0006629
P09960,GO:0008233
P09960,GO:0008270
P09960,GO:0010043
P09960,GO:0019370
P09960,GO:0043171
P09960,GO:0043434
P09960,GO:0045148
P09960,GO:0060509
P09960,GO:0070006
P09960,GO:0070062
P09960,GO:1904724
P09960,GO:1904813
P11597,GO:0005548
P11597,GO:0005576
P11597,GO:0005615
P11597,GO:0006641
P11597,GO:0006869
P11597,GO:0008203
P11597,GO:0008289
P11597,GO:0010745
P11597,GO:0010874
P11597,GO:0015485
P11597,GO:0017129
P11597,GO:0030301
P11597,GO:0031210
P11597,GO:0031982
P11597,GO:0032376
P11597,GO:0034197
P11597,GO:0034364
P11597,GO:0034372
P11597,GO:0034374
P11597,GO:0034375
P11597,GO:0042632
P11597,GO:0043691
P11597,GO:0046470
P11597,GO:0055088
P11597,GO:0055091
P11597,GO:0070062
P11597,GO:0070328
P11597,GO:0120020
P11597,GO:2001140
P11712,GO:0004497
P11712,GO:0005506
P11712,GO:0005737
P11712,GO:0005789
P11712,GO:0006805
P11712,GO:0008202
P11712,GO:0008203
P11712,GO:0008210
P11712,GO:0008392
P11712,GO:0008395
P11712,GO:0008404
P11712,GO:0008405
P11712,GO:0016098
P11712,GO:0016491
P11712,GO:0016712
P11712,GO:0018675
P11712,GO:0018676
P11712,GO:0019373
P11712,GO:0019627
P11712,GO:0020037
P11712,GO:0032787
P11712,GO:0034875
P11712,GO:0042178
P11712,GO:0042759
P11712,GO:0043231
P11712,GO:0046456
P11712,GO:0052741
P11712,GO:0070989
P11712,GO:0090346
P11712,GO:0097267
P11712,GO:0101021
P14410,GO:0004558
P14410,GO:0004574
P14410,GO:0004575
P14410,GO:0005794
P14410,GO:0005886
P14410,GO:0005903
P14410,GO:0005987
P14410,GO:0016324
P14410,GO:0030246
P14410,GO:0044245
P14410,GO:0070062
P15144,GO:0001525
P15144,GO:0001618
P15144,GO:0002003
P15144,GO:0004177
P15144,GO:0005615
P15144,GO:0005765
P15144,GO:0005793
P15144,GO:0005886
P15144,GO:0008237
P15144,GO:0008270
P15144,GO:0009897
P15144,GO:0016285
P15144,GO:0030154
P15144,GO:0030667
P15144,GO:0038023
P15144,GO:0043171
P15144,GO:0070006
P15144,GO:0070062
P16109,GO:0001530
P16109,GO:0005178
P16109,GO:0005509
P16109,GO:0005615
P16109,GO:0005886
P16109,GO:0007155
P16109,GO:0007157
P16109,GO:0007159
P16109,GO:0008201
P16109,GO:0009897
P16109,GO:0010572
P16109,GO:0016339
P16109,GO:0031088
P16109,GO:0031092
P16109,GO:0032496
P16109,GO:0033623
P16109,GO:0033691
P16109,GO:0034097
P16109,GO:0038023
P16109,GO:0042806
P16109,GO:0043208
P16109,GO:0048306
P16109,GO:0050829
P16109,GO:0050901
P16109,GO:0051897
P16109,GO:0070492
P16109,GO:0098609
P16109,GO:1903238
P16581,GO:0002092
P16581,GO:0002523
P16581,GO:0004888
P16581,GO:0005615
P16581,GO:0005886
P16581,GO:0005901
P16581,GO:0005905
P16581,GO:0006954
P16581,GO:0007157
P16581,GO:0007159
P16581,GO:0007200
P16581,GO:0009897
P16581,GO:0019722
P16581,GO:0030029
P16581,GO:0030863
P16581,GO:0032496
P16581,GO:0033691
P16581,GO:0034097
P16581,GO:0034612
P16581,GO:0043274
P16581,GO:0045121
P16581,GO:0046872
P16581,GO:0048471
P16581,GO:0050727
P16581,GO:0050901
P16581,GO:0070492
P16581,GO:0070555
P16581,GO:1903238
P19320,GO:0001666
P19320,GO:0002102
P19320,GO:0002544
P19320,GO:0005178
P19320,GO:0005615
P19320,GO:0005769
P19320,GO:0005783
P19320,GO:0005794
P19320,GO:0005886
P19320,GO:0005902
P19320,GO:0006954
P19320,GO:0007155
P19320,GO:0007157
P19320,GO:0007159
P19320,GO:0007160
P19320,GO:0007584
P19320,GO:0008131
P19320,GO:0009308
P19320,GO:0009897
P19320,GO:0009986
P19320,GO:0010043
P19320,GO:0010212
P19320,GO:0022614
P19320,GO:0030175
P19320,GO:0030183
P19320,GO:0032496
P19320,GO:0033631
P19320,GO:0034113
P19320,GO:0035094
P19320,GO:0035924
P19320,GO:0042102
P19320,GO:0042383
P19320,GO:0045177
P19320,GO:0045471
P19320,GO:0050839
P19320,GO:0050901
P19320,GO:0060326
P19320,GO:0060384
P19320,GO:0060945
P19320,GO:0070062
P19320,GO:0071065
P19320,GO:0071356
P19320,GO:0098631
P19320,GO:1904646
P20813,GO:0004497
P20813,GO:0005506
P20813,GO:0005737
P20813,GO:0005789
P20813,GO:0006805
P20813,GO:0008202
P20813,GO:0008390
P20813,GO:0008392
P20813,GO:0016712
P20813,GO:0019373
P20813,GO:0020037
P20813,GO:0042178
P20813,GO:0042180
P20813,GO:0062184
P20813,GO:0062187
P20813,GO:0062188
P20813,GO:0062189
P20813,GO:0101021
P10635,GO:0004497
P10635,GO:0005506
P10635,GO:0005737
P10635,GO:0005739
P10635,GO:0005783
P10635,GO:0005789
P10635,GO:0006805
P10635,GO:0008202
P10635,GO:0008203
P10635,GO:0008210
P10635,GO:0009804
P10635,GO:0009820
P10635,GO:0009822
P10635,GO:0016098
P10635,GO:0016491
P10635,GO:0016712
P10635,GO:0019369
P10635,GO:0020037
P10635,GO:0033076
P10635,GO:0042178
P10635,GO:0042572
P10635,GO:0042759
P10635,GO:0062187
P10635,GO:0062188
P10635,GO:0062189
P10635,GO:0070989
P10635,GO:0090350
P19224,GO:0001889
P19224,GO:0004857
P19224,GO:0005783
P19224,GO:0005789
P19224,GO:0006805
P19224,GO:0008194
P19224,GO:0008210
P19224,GO:0015020
P19224,GO:0016125
P19224,GO:0019585
P19224,GO:0019899
P19224,GO:0042803
P19224,GO:0045922
P19224,GO:0046982
P19224,GO:0051552
P19224,GO:0071385
P12821,GO:0001822
P12821,GO:0001974
P12821,GO:0002003
P12821,GO:0002019
P12821,GO:0002446
P12821,GO:0002474
P12821,GO:0003081
P12821,GO:0003084
P12821,GO:0003779
P12821,GO:0004175
P12821,GO:0004181
P12821,GO:0004222
P12821,GO:0005516
P12821,GO:0005576
P12821,GO:0005615
P12821,GO:0005764
P12821,GO:0005768
P12821,GO:0005886
P12821,GO:0006508
P12821,GO:0007283
P12821,GO:0008217
P12821,GO:0008233
P12821,GO:0008237
P12821,GO:0008238
P12821,GO:0008240
P12821,GO:0008241
P12821,GO:0008270
P12821,GO:0008584
P12821,GO:0009897
P12821,GO:0010608
P12821,GO:0010629
P12821,GO:0010814
P12821,GO:0010815
P12821,GO:0014910
P12821,GO:0019229
P12821,GO:0031404
P12821,GO:0031434
P12821,GO:0031711
P12821,GO:0032943
P12821,GO:0038166
P12821,GO:0042445
P12821,GO:0042447
P12821,GO:0043171
P12821,GO:0048167
P12821,GO:0050435
P12821,GO:0050482
P12821,GO:0051019
P12821,GO:0060047
P12821,GO:0060177
P12821,GO:0060218
P12821,GO:0070062
P12821,GO:0070573
P12821,GO:0071838
P12821,GO:0086091
P12821,GO:0097746
P12821,GO:1902033
P12821,GO:1903597
P13569,GO:0005254
P13569,GO:0005260
P13569,GO:0005524
P13569,GO:0005634
P13569,GO:0005737
P13569,GO:0005765
P13569,GO:0005769
P13569,GO:0005789
P13569,GO:0005829
P13569,GO:0005886
P13569,GO:0006833
P13569,GO:0009986
P13569,GO:0010008
P13569,GO:0015106
P13569,GO:0015108
P13569,GO:0015701
P13569,GO:0016020
P13569,GO:0016323
P13569,GO:0016324
P13569,GO:0016887
P13569,GO:0017081
P13569,GO:0019869
P13569,GO:0019899
P13569,GO:0030165
P13569,GO:0030660
P13569,GO:0030669
P13569,GO:0031901
P13569,GO:0032991
P13569,GO:0034707
P13569,GO:0034976
P13569,GO:0035377
P13569,GO:0042626
P13569,GO:0042802
P13569,GO:0048240
P13569,GO:0050891
P13569,GO:0051087
P13569,GO:0051454
P13569,GO:0055037
P13569,GO:0055038
P13569,GO:0055085
P13569,GO:0060081
P13569,GO:0070175
P13569,GO:0071320
P13569,GO:0071889
P13569,GO:0097186
P13569,GO:0106138
P13569,GO:0140359
P13569,GO:1902476
P13569,GO:1904322
P19235,GO:0004900
P19235,GO:0005576
P19235,GO:0005886
P19235,GO:0007165
P19235,GO:0009897
P19235,GO:0038162
P19235,GO:0042802
P10275,GO:0000122
P10275,GO:0000785
P10275,GO:0000976
P10275,GO:0000977
P10275,GO:0000978
P10275,GO:0000979
P10275,GO:0000981
P10275,GO:0001091
P10275,GO:0001223
P10275,GO:0001228
P10275,GO:0003682
P10275,GO:0003700
P10275,GO:0003707
P10275,GO:0004879
P10275,GO:0005102
P10275,GO:0005496
P10275,GO:0005497
P10275,GO:0005634
P10275,GO:0005654
P10275,GO:0005737
P10275,GO:0005829
P10275,GO:0005886
P10275,GO:0006351
P10275,GO:0007165
P10275,GO:0007267
P10275,GO:0007283
P10275,GO:0008013
P10275,GO:0008270
P10275,GO:0008284
P10275,GO:0008285
P10275,GO:0008584
P10275,GO:0010628
P10275,GO:0016607
P10275,GO:0019899
P10275,GO:0030520
P10275,GO:0030521
P10275,GO:0030522
P10275,GO:0032991
P10275,GO:0034056
P10275,GO:0045597
P10275,GO:0045726
P10275,GO:0045893
P10275,GO:0045944
P10275,GO:0045945
P10275,GO:0051117
P10275,GO:0060090
P10275,GO:0061629
P10275,GO:0070974
P10275,GO:0071383
P10275,GO:0071391
P10275,GO:0071394
P10275,GO:0140693
P10275,GO:0140694
P10275,GO:1902895
P10275,GO:1903076
P10275,GO:2001237
P16152,GO:0004090
P16152,GO:0005829
P16152,GO:0006805
P16152,GO:0008211
P16152,GO:0016616
P16152,GO:0016655
P16152,GO:0030855
P16152,GO:0042373
P16152,GO:0046457
P16152,GO:0047020
P16152,GO:0047021
P16152,GO:0050221
P16152,GO:0070062
P16152,GO:0160163
P16152,GO:1903561
P16152,GO:2000379
P11362,GO:0000122
P11362,GO:0000165
P11362,GO:0001501
P11362,GO:0001764
P11362,GO:0001837
P11362,GO:0004713
P11362,GO:0005007
P11362,GO:0005524
P11362,GO:0005576
P11362,GO:0005634
P11362,GO:0005829
P11362,GO:0005886
P11362,GO:0006351
P11362,GO:0006468
P11362,GO:0008201
P11362,GO:0008284
P11362,GO:0008543
P11362,GO:0010518
P11362,GO:0016020
P11362,GO:0016477
P11362,GO:0017134
P11362,GO:0018108
P11362,GO:0021847
P11362,GO:0031410
P11362,GO:0035607
P11362,GO:0042169
P11362,GO:0042802
P11362,GO:0042803
P11362,GO:0043009
P11362,GO:0043235
P11362,GO:0043406
P11362,GO:0043410
P11362,GO:0043536
P11362,GO:0044344
P11362,GO:0045595
P11362,GO:0045597
P11362,GO:0045666
P11362,GO:0045787
P11362,GO:0046777
P11362,GO:0048015
P11362,GO:0048705
P11362,GO:0051897
P11362,GO:0055074
P11362,GO:0071344
P11362,GO:0071529
P11362,GO:0090722
P11362,GO:0098794
P11362,GO:0098978
P11362,GO:0099151
P11362,GO:1904383
P11362,GO:1905564
P11362,GO:2001028
P20701,GO:0002291
P20701,GO:0005886
P20701,GO:0006909
P20701,GO:0006954
P20701,GO:0007155
P20701,GO:0007157
P20701,GO:0007158
P20701,GO:0007159
P20701,GO:0007160
P20701,GO:0007165
P20701,GO:0007229
P20701,GO:0008305
P20701,GO:0009986
P20701,GO:0016020
P20701,GO:0030369
P20701,GO:0033627
P20701,GO:0033631
P20701,GO:0034687
P20701,GO:0035579
P20701,GO:0035683
P20701,GO:0038023
P20701,GO:0043113
P20701,GO:0044877
P20701,GO:0045121
P20701,GO:0046872
P20701,GO:0050839
P20701,GO:0070062
P20701,GO:0098609
P14210,GO:0000278
P14210,GO:0001837
P14210,GO:0005102
P14210,GO:0005576
P14210,GO:0005615
P14210,GO:0008083
P14210,GO:0010507
P14210,GO:0016020
P14210,GO:0030335
P14210,GO:0031093
P14210,GO:0035729
P14210,GO:0042056
P14210,GO:0042802
P14210,GO:0043066
P14210,GO:0043410
P14210,GO:0045669
P14210,GO:0045944
P14210,GO:0048012
P14210,GO:0051897
P14210,GO:0060326
P14210,GO:0060665
P14210,GO:0090201
P14210,GO:1901299
P14210,GO:2000573
P15692,GO:0000122
P15692,GO:0001525
P15692,GO:0001541
P15692,GO:0001569
P15692,GO:0001570
P15692,GO:0001666
P15692,GO:0001701
P15692,GO:0001822
P15692,GO:0001934
P15692,GO:0001938
P15692,GO:0001968
P15692,GO:0002040
P15692,GO:0002042
P15692,GO:0002052
P15692,GO:0002092
P15692,GO:0002575
P15692,GO:0002687
P15692,GO:0003007
P15692,GO:0003151
P15692,GO:0003169
P15692,GO:0005125
P15692,GO:0005161
P15692,GO:0005172
P15692,GO:0005576
P15692,GO:0005615
P15692,GO:0005634
P15692,GO:0005737
P15692,GO:0005783
P15692,GO:0005794
P15692,GO:0005912
P15692,GO:0006357
P15692,GO:0007200
P15692,GO:0007399
P15692,GO:0007498
P15692,GO:0007595
P15692,GO:0008083
P15692,GO:0008201
P15692,GO:0008284
P15692,GO:0008360
P15692,GO:0009986
P15692,GO:0010595
P15692,GO:0010628
P15692,GO:0010629
P15692,GO:0010719
P15692,GO:0010749
P15692,GO:0016020
P15692,GO:0030141
P15692,GO:0030224
P15692,GO:0030225
P15692,GO:0030297
P15692,GO:0030324
P15692,GO:0030335
P15692,GO:0030855
P15692,GO:0031012
P15692,GO:0031077
P15692,GO:0031093
P15692,GO:0031290
P15692,GO:0031334
P15692,GO:0031954
P15692,GO:0035148
P15692,GO:0035767
P15692,GO:0035924
P15692,GO:0036303
P15692,GO:0036324
P15692,GO:0038033
P15692,GO:0038084
P15692,GO:0038091
P15692,GO:0038190
P15692,GO:0038191
P15692,GO:0042056
P15692,GO:0042462
P15692,GO:0042802
P15692,GO:0043066
P15692,GO:0043117
P15692,GO:0043123
P15692,GO:0043129
P15692,GO:0043183
P15692,GO:0043184
P15692,GO:0043410
P15692,GO:0043536
P15692,GO:0045766
P15692,GO:0045785
P15692,GO:0045944
P15692,GO:0048010
P15692,GO:0048018
P15692,GO:0048469
P15692,GO:0048593
P15692,GO:0048842
P15692,GO:0048844
P15692,GO:0050679
P15692,GO:0050840
P15692,GO:0050918
P15692,GO:0050927
P15692,GO:0050930
P15692,GO:0051781
P15692,GO:0051894
P15692,GO:0051897
P15692,GO:0055013
P15692,GO:0060319
P15692,GO:0060749
P15692,GO:0060754
P15692,GO:0060948
P15692,GO:0060982
P15692,GO:0061042
P15692,GO:0070374
P15692,GO:0071456
P15692,GO:0071542
P15692,GO:0071679
P15692,GO:0090050
P15692,GO:0090190
P15692,GO:0097475
P15692,GO:0097533
P15692,GO:0120162
P15692,GO:1900748
P15692,GO:1901165
P15692,GO:1902894
P15692,GO:1902966
P15692,GO:1903141
P15692,GO:1903392
P15692,GO:1903589
P15692,GO:1903672
P15692,GO:1905278
P15692,GO:1905555
P15692,GO:1905604
P15692,GO:2000048
P15692,GO:2000573
P15692,GO:2001028
P21728,GO:0001588
P21728,GO:0001965
P21728,GO:0004930
P21728,GO:0004952
P21728,GO:0005634
P21728,GO:0005789
P21728,GO:0005886
P21728,GO:0005929
P21728,GO:0007187
P21728,GO:0007189
P21728,GO:0007191
P21728,GO:0007212
P21728,GO:0007416
P21728,GO:0007617
P21728,GO:0007628
P21728,GO:0008542
P21728,GO:0009410
P21728,GO:0019226
P21728,GO:0021853
P21728,GO:0030335
P21728,GO:0032795
P21728,GO:0035240
P21728,GO:0042311
P21728,GO:0042417
P21728,GO:0042734
P21728,GO:0043197
P21728,GO:0043268
P21728,GO:0043410
P21728,GO:0045211
P21728,GO:0051281
P21728,GO:0051584
P21728,GO:0051968
P21728,GO:0060158
P21728,GO:0060170
P21728,GO:0071870
P21728,GO:0071880
P21728,GO:0097648
P21728,GO:0097730
P21728,GO:0097731
P21728,GO:0098978
P21728,GO:0098982
P21728,GO:0099010
P21728,GO:0099171
P21728,GO:1990763
P22455,GO:0005007
P22455,GO:0005524
P22455,GO:0005576
P22455,GO:0005768
P22455,GO:0005783
P22455,GO:0005794
P22455,GO:0005886
P22455,GO:0008201
P22455,GO:0008284
P22455,GO:0008543
P22455,GO:0010628
P22455,GO:0010715
P22455,GO:0016477
P22455,GO:0017134
P22455,GO:0018108
P22455,GO:0019216
P22455,GO:0030133
P22455,GO:0042593
P22455,GO:0042632
P22455,GO:0043085
P22455,GO:0043235
P22455,GO:0045862
P22455,GO:0046777
P22455,GO:0055062
P22455,GO:0070374
P22455,GO:0070857
P22455,GO:2000573
P28335,GO:0001587
P28335,GO:0001662
P28335,GO:0004993
P28335,GO:0005886
P28335,GO:0006874
P28335,GO:0007187
P28335,GO:0007200
P28335,GO:0007208
P28335,GO:0007210
P28335,GO:0007268
P28335,GO:0007626
P28335,GO:0007631
P28335,GO:0010513
P28335,GO:0030425
P28335,GO:0030594
P28335,GO:0031644
P28335,GO:0032098
P28335,GO:0042802
P28335,GO:0043397
P28335,GO:0045202
P28335,GO:0051209
P28335,GO:0051378
P28335,GO:0070374
P28335,GO:0071886
P28335,GO:0098664
P28335,GO:0098666
P28335,GO:0099589
P35462,GO:0001591
P35462,GO:0002031
P35462,GO:0004930
P35462,GO:0005886
P35462,GO:0006874
P35462,GO:0007186
P35462,GO:0007191
P35462,GO:0007195
P35462,GO:0007611
P35462,GO:0007612
P35462,GO:0007626
P35462,GO:0008542
P35462,GO:0009410
P35462,GO:0014059
P35462,GO:0032467
P35462,GO:0032922
P35462,GO:0034776
P35462,GO:0035176
P35462,GO:0042220
P35462,GO:0042417
P35462,GO:0043266
P35462,GO:0043278
P35462,GO:0045202
P35462,GO:0045776
P35462,GO:0045840
P35462,GO:0046717
P35462,GO:0048148
P35462,GO:0048715
P35462,GO:0050482
P35462,GO:0050709
P35462,GO:0050883
P35462,GO:0051481
P35462,GO:0051584
P35462,GO:0051898
P35462,GO:0051967
P35462,GO:0060134
P35462,GO:0060158
P35462,GO:0060161
P25100,GO:0004937
P25100,GO:0005886
P25100,GO:0007186
P25100,GO:0007188
P25100,GO:0007200
P25100,GO:0007204
P25100,GO:0007267
P25100,GO:0008284
P25100,GO:0042802
P25100,GO:0043410
P25100,GO:0045907
P25100,GO:0071880
P25100,GO:0150099
P25963,GO:0000122
P25963,GO:0005634
P25963,GO:0005654
P25963,GO:0005737
P25963,GO:0005829
P25963,GO:0007249
P25963,GO:0008139
P25963,GO:0010745
P25963,GO:0010888
P25963,GO:0019899
P25963,GO:0031625
P25963,GO:0032375
P25963,GO:0033209
P25963,GO:0033256
P25963,GO:0034142
P25963,GO:0038061
P25963,GO:0042308
P25963,GO:0042802
P25963,GO:0043124
P25963,GO:0045944
P25963,GO:0050729
P25963,GO:0050853
P25963,GO:0051059
P25963,GO:0060261
P25963,GO:0070417
P25963,GO:0070498
P25963,GO:0140311
P25963,GO:0140313
P25963,GO:0140416
P25963,GO:1900016
P29466,GO:0002221
P29466,GO:0004175
P29466,GO:0004197
P29466,GO:0005730
P29466,GO:0005737
P29466,GO:0005829
P29466,GO:0005874
P29466,GO:0005886
P29466,GO:0006508
P29466,GO:0006915
P29466,GO:0007165
P29466,GO:0007231
P29466,GO:0008656
P29466,GO:0016485
P29466,GO:0016540
P29466,GO:0019900
P29466,GO:0019955
P29466,GO:0032731
P29466,GO:0032741
P29466,GO:0032991
P29466,GO:0042742
P29466,GO:0042802
P29466,GO:0043065
P29466,GO:0043123
P29466,GO:0046456
P29466,GO:0050700
P29466,GO:0050727
P29466,GO:0050729
P29466,GO:0051604
P29466,GO:0051607
P29466,GO:0070269
P29466,GO:0071222
P29466,GO:0071260
P29466,GO:0071346
P29466,GO:0072557
P29466,GO:0072558
P29466,GO:0072559
P29466,GO:0097169
P29466,GO:0097179
P29466,GO:0140447
P29466,GO:0140448
P29466,GO:0140970
P29466,GO:1903265
P35354,GO:0001516
P35354,GO:0004601
P35354,GO:0004666
P35354,GO:0005637
P35354,GO:0005640
P35354,GO:0005737
P35354,GO:0005783
P35354,GO:0005788
P35354,GO:0005789
P35354,GO:0006979
P35354,GO:0008217
P35354,GO:0010575
P35354,GO:0016701
P35354,GO:0016702
P35354,GO:0019371
P35354,GO:0019372
P35354,GO:0019899
P35354,GO:0020037
P35354,GO:0031394
P35354,GO:0031622
P35354,GO:0042759
P35354,GO:0042803
P35354,GO:0043005
P35354,GO:0045429
P35354,GO:0046872
P35354,GO:0050727
P35354,GO:0050873
P35354,GO:0071456
P35354,GO:0071471
P35354,GO:0071636
P35354,GO:0090050
P35354,GO:0090271
P35354,GO:0090336
P35354,GO:0090362
P35354,GO:0150077
P35354,GO:1902219
P35503,GO:0001889
P35503,GO:0001972
P35503,GO:0004857
P35503,GO:0005783
P35503,GO:0005789
P35503,GO:0006805
P35503,GO:0008194
P35503,GO:0008210
P35503,GO:0009812
P35503,GO:0015020
P35503,GO:0016125
P35503,GO:0019899
P35503,GO:0032782
P35503,GO:0042573
P35503,GO:0042803
P35503,GO:0045922
P35503,GO:0046982
P35503,GO:0051552
P35503,GO:0070640
P35503,GO:0071385
P48050,GO:0005242
P48050,GO:0005886
P48050,GO:0006813
P48050,GO:0008076
P48050,GO:0016323
P48050,GO:0030165
P48050,GO:0030659
P48050,GO:0045211
P48050,GO:1990573
P21917,GO:0001591
P21917,GO:0001662
P21917,GO:0001975
P21917,GO:0004952
P21917,GO:0004993
P21917,GO:0005886
P21917,GO:0006874
P21917,GO:0007187
P21917,GO:0007188
P21917,GO:0007195
P21917,GO:0007268
P21917,GO:0008344
P21917,GO:0015459
P21917,GO:0016020
P21917,GO:0017124
P21917,GO:0030425
P21917,GO:0030594
P21917,GO:0034776
P21917,GO:0035176
P21917,GO:0035240
P21917,GO:0042053
P21917,GO:0042596
P21917,GO:0042752
P21917,GO:0042802
P21917,GO:0043410
P21917,GO:0046872
P21917,GO:0048148
P21917,GO:0048149
P21917,GO:0048511
P21917,GO:0050482
P21917,GO:0050709
P21917,GO:0051379
P21917,GO:0051380
P21917,GO:0051586
P21917,GO:0060080
P21917,GO:0060158
P21917,GO:0098794
P21917,GO:0098978
P21917,GO:0099149
P22310,GO:0001889
P22310,GO:0004857
P22310,GO:0005783
P22310,GO:0005789
P22310,GO:0006789
P22310,GO:0008194
P22310,GO:0008210
P22310,GO:0015020
P22310,GO:0016125
P22310,GO:0019585
P22310,GO:0019899
P22310,GO:0042167
P22310,GO:0042803
P22310,GO:0045922
P22310,GO:0046982
P22310,GO:0051552
P22310,GO:0070640
P22310,GO:0071385
P23141,GO:0004771
P23141,GO:0005737
P23141,GO:0005783
P23141,GO:0005788
P23141,GO:0005811
P23141,GO:0005829
P23141,GO:0006695
P23141,GO:0008203
P23141,GO:0009636
P23141,GO:0010875
P23141,GO:0010887
P23141,GO:0019626
P23141,GO:0030855
P23141,GO:0042632
P23141,GO:0043691
P23141,GO:0047374
P23141,GO:0050253
P23141,GO:0051791
P23141,GO:0070857
P23141,GO:0071397
P23141,GO:0071404
P23141,GO:0090122
P23141,GO:0090205
P23141,GO:0106435
P23141,GO:0120188
P24385,GO:0000082
P24385,GO:0000122
P24385,GO:0000307
P24385,GO:0001889
P24385,GO:0003714
P24385,GO:0004672
P24385,GO:0005634
P24385,GO:0005654
P24385,GO:0005737
