protein,go_term
Q13698,GO:0030315
Q13698,GO:0031674
Q13698,GO:0036094
Q13698,GO:0045933
Q13698,GO:0046872
Q13698,GO:0051209
Q13698,GO:0070588
Q13698,GO:0071313
Q13698,GO:0098703
Q13698,GO:0140677
Q13698,GO:1990454
Q8TD43,GO:0002250
Q8TD43,GO:0002407
Q8TD43,GO:0002724
Q8TD43,GO:0005227
Q8TD43,GO:0005262
Q8TD43,GO:0005272
Q8TD43,GO:0005509
Q8TD43,GO:0005516
Q8TD43,GO:0005524
Q8TD43,GO:0005783
Q8TD43,GO:0005794
Q8TD43,GO:0005886
Q8TD43,GO:0007204
Q8TD43,GO:0008284
Q8TD43,GO:0010460
Q8TD43,GO:0016020
Q8TD43,GO:0016925
Q8TD43,GO:0019722
Q8TD43,GO:0030001
Q8TD43,GO:0030502
Q8TD43,GO:0034706
Q8TD43,GO:0035774
Q8TD43,GO:0042802
Q8TD43,GO:0043025
Q8TD43,GO:0045600
Q8TD43,GO:0045668
Q8TD43,GO:0045907
Q8TD43,GO:0051289
Q8TD43,GO:0055085
Q8TD43,GO:0070588
Q8TD43,GO:0071318
Q8TD43,GO:0086045
Q8TD43,GO:0086047
Q8TD43,GO:0086048
Q8TD43,GO:0086091
Q8TD43,GO:0090263
Q8TD43,GO:0098655
Q8TD43,GO:0098719
Q8TD43,GO:0098911
Q8TD43,GO:1903949
Q8TD43,GO:1904179
Q8TD43,GO:1904199
P51589,GO:0004497
P51589,GO:0005506
P51589,GO:0005737
P51589,GO:0005789
P51589,GO:0006082
P51589,GO:0006631
P51589,GO:0006690
P51589,GO:0006805
P51589,GO:0008016
P51589,GO:0008392
P51589,GO:0008404
P51589,GO:0008405
P51589,GO:0016712
P51589,GO:0016853
P51589,GO:0019373
P51589,GO:0020037
P51589,GO:0043651
P51589,GO:0070062
P51589,GO:0071614
P51589,GO:0106255
P51589,GO:0106301
P54750,GO:0004117
P54750,GO:0005516
P54750,GO:0005829
P54750,GO:0007165
P54750,GO:0034391
P54750,GO:0043025
P54750,GO:0046069
P54750,GO:0046872
P54750,GO:0048101
P54750,GO:0048660
P54750,GO:0141162
Q00975,GO:0001540
Q00975,GO:0005245
Q00975,GO:0005509
Q00975,GO:0005524
Q00975,GO:0005886
Q00975,GO:0005891
Q00975,GO:0007268
Q00975,GO:0008331
Q00975,GO:0043025
Q00975,GO:0045202
Q00975,GO:0050804
Q00975,GO:0098703
Q00975,GO:1903235
Q00975,GO:1904645
Q07869,GO:0000122
Q07869,GO:0000785
Q07869,GO:0000978
Q07869,GO:0000981
Q07869,GO:0001216
Q07869,GO:0001223
Q07869,GO:0001227
Q07869,GO:0001228
Q07869,GO:0001650
Q07869,GO:0001666
Q07869,GO:0003677
Q07869,GO:0003700
Q07869,GO:0003707
Q07869,GO:0004879
Q07869,GO:0005634
Q07869,GO:0005654
Q07869,GO:0006351
Q07869,GO:0006631
Q07869,GO:0007507
Q07869,GO:0007584
Q07869,GO:0007595
Q07869,GO:0008270
Q07869,GO:0008289
Q07869,GO:0009267
Q07869,GO:0009755
Q07869,GO:0010565
Q07869,GO:0010745
Q07869,GO:0010887
Q07869,GO:0016604
Q07869,GO:0019217
Q07869,GO:0019902
Q07869,GO:0019904
Q07869,GO:0030154
Q07869,GO:0030512
Q07869,GO:0030522
Q07869,GO:0031435
Q07869,GO:0031624
Q07869,GO:0032000
Q07869,GO:0032099
Q07869,GO:0032868
Q07869,GO:0032922
Q07869,GO:0035095
Q07869,GO:0035357
Q07869,GO:0042157
Q07869,GO:0042752
Q07869,GO:0043565
Q07869,GO:0044877
Q07869,GO:0045471
Q07869,GO:0045776
Q07869,GO:0045820
Q07869,GO:0045893
Q07869,GO:0045923
Q07869,GO:0045944
Q07869,GO:0046209
Q07869,GO:0046321
Q07869,GO:0046889
Q07869,GO:0050728
Q07869,GO:0051525
Q07869,GO:0051607
Q07869,GO:0051898
Q07869,GO:0061052
Q07869,GO:0061629
Q07869,GO:0071332
Q07869,GO:0090575
Q07869,GO:0097371
Q07869,GO:1900016
Q07869,GO:1902894
Q07869,GO:1903038
Q07869,GO:1903427
Q07869,GO:1903944
Q07869,GO:2000191
Q07869,GO:2001171
Q14697,GO:0003723
Q14697,GO:0005783
Q14697,GO:0005788
Q14697,GO:0005794
Q14697,GO:0005975
Q14697,GO:0006491
Q14697,GO:0016020
Q14697,GO:0017177
Q14697,GO:0030246
Q14697,GO:0033919
Q14697,GO:0042470
Q14697,GO:0043231
Q14697,GO:0070062
Q14697,GO:0090599
Q14697,GO:0106407
Q15166,GO:0004063
Q15166,GO:0004064
Q15166,GO:0005576
Q15166,GO:0005615
Q15166,GO:0005789
Q15166,GO:0009636
Q15166,GO:0032929
Q15166,GO:0042803
Q15166,GO:0046395
Q15166,GO:0046872
Q15166,GO:0070062
Q15166,GO:0102007
Q15166,GO:1901335
Q15166,GO:2001038
P51812,GO:0000287
P51812,GO:0001501
P51812,GO:0002224
P51812,GO:0004672
P51812,GO:0004674
P51812,GO:0004711
P51812,GO:0005524
P51812,GO:0005654
P51812,GO:0005730
P51812,GO:0005737
P51812,GO:0005829
P51812,GO:0006355
P51812,GO:0007165
P51812,GO:0007268
P51812,GO:0007417
P51812,GO:0019901
P51812,GO:0030307
P51812,GO:0032496
P51812,GO:0038202
P51812,GO:0043066
P51812,GO:0043555
P51812,GO:0045202
P51812,GO:0045597
P51812,GO:0045944
P51812,GO:0106310
P63252,GO:0005242
P63252,GO:0005546
P63252,GO:0005886
P63252,GO:0006813
P63252,GO:0008076
P63252,GO:0014704
P63252,GO:0014861
P63252,GO:0016020
P63252,GO:0030007
P63252,GO:0030315
P63252,GO:0042802
P63252,GO:0043025
P63252,GO:0043197
P63252,GO:0045211
P63252,GO:0051289
P63252,GO:0055119
P63252,GO:0060075
P63252,GO:0060306
P63252,GO:0071260
P63252,GO:0071805
P63252,GO:0086002
P63252,GO:0086004
P63252,GO:0086008
P63252,GO:0086011
P63252,GO:0086012
P63252,GO:0086013
P63252,GO:0086091
P63252,GO:0090076
P63252,GO:0098978
P63252,GO:1901381
P63252,GO:1990573
Q13131,GO:0000785
Q13131,GO:0001666
Q13131,GO:0002842
Q13131,GO:0003682
Q13131,GO:0004672
Q13131,GO:0004674
Q13131,GO:0004679
Q13131,GO:0004691
Q13131,GO:0005524
Q13131,GO:0005634
Q13131,GO:0005654
Q13131,GO:0005737
Q13131,GO:0005788
Q13131,GO:0005829
Q13131,GO:0006351
Q13131,GO:0006633
Q13131,GO:0006695
Q13131,GO:0006914
Q13131,GO:0007165
Q13131,GO:0008284
Q13131,GO:0008610
Q13131,GO:0009267
Q13131,GO:0009411
Q13131,GO:0009631
Q13131,GO:0010332
Q13131,GO:0010508
Q13131,GO:0010629
Q13131,GO:0014823
Q13131,GO:0016055
Q13131,GO:0016324
Q13131,GO:0016607
Q13131,GO:0030424
Q13131,GO:0030425
Q13131,GO:0031000
Q13131,GO:0031588
Q13131,GO:0031669
Q13131,GO:0032007
Q13131,GO:0033554
Q13131,GO:0034599
Q13131,GO:0036064
Q13131,GO:0042149
Q13131,GO:0042593
Q13131,GO:0042752
Q13131,GO:0043025
Q13131,GO:0043066
Q13131,GO:0043114
Q13131,GO:0043627
Q13131,GO:0044877
Q13131,GO:0045542
Q13131,GO:0045821
Q13131,GO:0045893
Q13131,GO:0046318
Q13131,GO:0046627
Q13131,GO:0046872
Q13131,GO:0047322
Q13131,GO:0048156
Q13131,GO:0048511
Q13131,GO:0050321
Q13131,GO:0050870
Q13131,GO:0050995
Q13131,GO:0055089
Q13131,GO:0060627
Q13131,GO:0061744
Q13131,GO:0061762
Q13131,GO:0062028
Q13131,GO:0070050
Q13131,GO:0070301
Q13131,GO:0070507
Q13131,GO:0071277
Q13131,GO:0071333
Q13131,GO:0071361
Q13131,GO:0071456
Q13131,GO:0071466
Q13131,GO:0072657
Q13131,GO:0072659
Q13131,GO:0097009
Q13131,GO:0106310
Q13131,GO:0110076
Q13131,GO:0140823
Q13131,GO:1903109
Q13131,GO:1903829
Q13131,GO:1903944
Q13131,GO:1903955
Q13131,GO:1904179
Q13131,GO:1904262
Q13131,GO:1905691
Q13131,GO:1990044
Q13621,GO:0005886
Q13621,GO:0006884
Q13621,GO:0008511
Q13621,GO:0016020
Q13621,GO:0016324
Q13621,GO:0034220
Q13621,GO:0035725
Q13621,GO:0055064
Q13621,GO:0055075
Q13621,GO:0055078
Q13621,GO:0070062
Q13621,GO:0070634
Q13621,GO:0097272
Q13621,GO:1902476
Q13621,GO:1990573
Q13621,GO:7770002
Q92769,GO:0000118
Q92769,GO:0000122
Q92769,GO:0000781
Q92769,GO:0000785
Q92769,GO:0001221
Q92769,GO:0001975
Q92769,GO:0003300
Q92769,GO:0003682
Q92769,GO:0003723
Q92769,GO:0004407
Q92769,GO:0005634
Q92769,GO:0005654
Q92769,GO:0005737
Q92769,GO:0006338
Q92769,GO:0006351
Q92769,GO:0008284
Q92769,GO:0009410
Q92769,GO:0009913
Q92769,GO:0010718
Q92769,GO:0010944
Q92769,GO:0010977
Q92769,GO:0016358
Q92769,GO:0016581
Q92769,GO:0019899
Q92769,GO:0030336
Q92769,GO:0030512
Q92769,GO:0031000
Q92769,GO:0031072
Q92769,GO:0031507
Q92769,GO:0032496
Q92769,GO:0032732
Q92769,GO:0032760
Q92769,GO:0032922
Q92769,GO:0032991
Q92769,GO:0033148
Q92769,GO:0033558
Q92769,GO:0034605
Q92769,GO:0035094
Q92769,GO:0035098
Q92769,GO:0042220
Q92769,GO:0042393
Q92769,GO:0042475
Q92769,GO:0042659
Q92769,GO:0042733
Q92769,GO:0042826
Q92769,GO:0043066
Q92769,GO:0045862
Q92769,GO:0045892
Q92769,GO:0045893
Q92769,GO:0045944
Q92769,GO:0045995
Q92769,GO:0048149
Q92769,GO:0048714
Q92769,GO:0050847
Q92769,GO:0051059
Q92769,GO:0055093
Q92769,GO:0060789
Q92769,GO:0061000
Q92769,GO:0061029
Q92769,GO:0061198
Q92769,GO:0061629
Q92769,GO:0070301
Q92769,GO:0070822
Q92769,GO:0071300
Q92769,GO:0071560
Q92769,GO:0141221
Q92769,GO:0160009
Q92769,GO:0160010
Q92769,GO:0160216
Q92769,GO:1902437
Q92769,GO:1902455
Q92769,GO:1902459
Q92769,GO:1903351
Q92769,GO:1904645
Q92769,GO:1990841
Q92769,GO:2000736
P52895,GO:0004032
P52895,GO:0004303
P52895,GO:0005829
P52895,GO:0006693
P52895,GO:0007186
P52895,GO:0007586
P52895,GO:0008202
P52895,GO:0008284
P52895,GO:0016655
P52895,GO:0030855
P52895,GO:0031406
P52895,GO:0032052
P52895,GO:0036131
P52895,GO:0042448
P52895,GO:0044597
P52895,GO:0044598
P52895,GO:0047023
P52895,GO:0047045
P52895,GO:0047086
P52895,GO:0047115
P52895,GO:0047718
P52895,GO:0051897
P52895,GO:0071395
P52895,GO:0071799
P52895,GO:0140169
P53396,GO:0003878
P53396,GO:0005524
P53396,GO:0005576
P53396,GO:0005829
P53396,GO:0006085
P53396,GO:0006101
P53396,GO:0006107
P53396,GO:0006633
P53396,GO:0006695
P53396,GO:0008610
P53396,GO:0015936
P53396,GO:0016020
P53396,GO:0035578
P53396,GO:0046872
P53396,GO:0070062
P53396,GO:0110076
P53396,GO:1904813
P55017,GO:0005524
P55017,GO:0005829
P55017,GO:0005886
P55017,GO:0006814
P55017,GO:0006884
P55017,GO:0008511
P55017,GO:0015378
P55017,GO:0016020
P55017,GO:0016324
P55017,GO:0035725
P55017,GO:0055064
P55017,GO:0055075
P55017,GO:0055078
P55017,GO:0070062
P55017,GO:0070294
P55017,GO:1902074
P55017,GO:1902476
P55017,GO:1904044
P55017,GO:1990573
Q02153,GO:0004016
Q02153,GO:0004383
Q02153,GO:0005525
Q02153,GO:0005829
Q02153,GO:0006182
Q02153,GO:0007263
Q02153,GO:0008015
Q02153,GO:0008074
Q02153,GO:0020037
Q02153,GO:0038023
Q02153,GO:0038060
Q02153,GO:0044877
Q02153,GO:0046872
Q02153,GO:0047805
Q02153,GO:0051879
Q02153,GO:0070026
Q02153,GO:0070482
Q02153,GO:0071732
Q02153,GO:0098831
Q02153,GO:0098978
Q02641,GO:0005245
Q02641,GO:0005246
Q02641,GO:0005886
Q02641,GO:0005891
Q02641,GO:0006816
Q02641,GO:0007268
Q02641,GO:0008331
Q02641,GO:0030315
Q02641,GO:0045202
Q02641,GO:0045933
Q02641,GO:0070588
Q02641,GO:1902514
Q02641,GO:1904646
Q04828,GO:0000253
Q04828,GO:0001523
Q04828,GO:0004032
Q04828,GO:0004303
Q04828,GO:0005783
Q04828,GO:0005829
Q04828,GO:0006693
Q04828,GO:0006805
Q04828,GO:0007586
Q04828,GO:0008106
Q04828,GO:0008206
Q04828,GO:0015721
Q04828,GO:0016655
Q04828,GO:0030299
Q04828,GO:0030855
Q04828,GO:0031406
Q04828,GO:0032052
Q04828,GO:0033703
Q04828,GO:0033764
Q04828,GO:0042448
Q04828,GO:0042574
Q04828,GO:0042632
Q04828,GO:0044597
Q04828,GO:0044598
Q04828,GO:0047006
Q04828,GO:0047023
Q04828,GO:0047024
Q04828,GO:0047044
Q04828,GO:0047045
Q04828,GO:0047086
Q04828,GO:0047115
Q04828,GO:0047718
Q04828,GO:0070062
Q04828,GO:0071395
Q04828,GO:0140169
Q04828,GO:2000379
Q12809,GO:0000976
Q12809,GO:0003064
Q12809,GO:0005242
Q12809,GO:0005249
Q12809,GO:0005251
Q12809,GO:0005886
Q12809,GO:0006813
Q12809,GO:0008076
Q12809,GO:0009986
Q12809,GO:0031625
Q12809,GO:0042391
Q12809,GO:0042802
Q12809,GO:0042803
Q12809,GO:0045893
Q12809,GO:0048471
Q12809,GO:0055075
Q12809,GO:0060048
Q12809,GO:0060306
Q12809,GO:0060307
Q12809,GO:0071466
Q12809,GO:0071805
Q12809,GO:0086005
Q12809,GO:0086009
Q12809,GO:0086010
Q12809,GO:0086011
Q12809,GO:0086013
Q12809,GO:0086091
Q12809,GO:0097110
Q12809,GO:0097623
Q12809,GO:0098915
Q12809,GO:1901379
Q12809,GO:1901380
Q12809,GO:1901381
Q12809,GO:1902282
Q12809,GO:1902937
Q12809,GO:1903765
Q12809,GO:1990573
Q14654,GO:0005249
Q14654,GO:0005524
Q14654,GO:0005737
Q14654,GO:0005886
Q14654,GO:0006006
Q14654,GO:0008282
Q14654,GO:0009410
Q14654,GO:0015272
Q14654,GO:0019829
Q14654,GO:0030315
Q14654,GO:0030506
Q14654,GO:0030955
Q14654,GO:0033198
Q14654,GO:0042391
Q14654,GO:0044325
Q14654,GO:0046676
Q14654,GO:0050796
Q14654,GO:0050877
Q14654,GO:0055085
Q14654,GO:0071805
Q14654,GO:0099508
Q14654,GO:1990573
Q16134,GO:0004174
Q16134,GO:0005739
Q16134,GO:0005743
Q16134,GO:0006979
Q16134,GO:0009055
Q16134,GO:0016491
Q16134,GO:0022900
Q16134,GO:0022904
Q16134,GO:0031966
Q16134,GO:0033539
Q16134,GO:0046872
Q16134,GO:0048038
Q16134,GO:0048039
Q16134,GO:0050660
Q16134,GO:0051539
Q8IZS8,GO:0005245
Q8IZS8,GO:0005891
Q8IZS8,GO:0046872
Q8IZS8,GO:0048787
Q8IZS8,GO:0098982
Q8IZS8,GO:0099174
Q8IZS8,GO:1990314
P52209,GO:0004616
P52209,GO:0005634
P52209,GO:0005829
P52209,GO:0006098
P52209,GO:0009051
P52209,GO:0019521
P52209,GO:0030246
P52209,GO:0031406
P52209,GO:0050661
P52209,GO:0070062
P63316,GO:0002086
P63316,GO:0003009
P63316,GO:0005509
P63316,GO:0005829
P63316,GO:0005861
P63316,GO:0006937
P63316,GO:0010038
P63316,GO:0030017
P63316,GO:0030049
P63316,GO:0031013
P63316,GO:0031014
P63316,GO:0032780
P63316,GO:0032972
P63316,GO:0042803
P63316,GO:0048306
P63316,GO:0051015
P63316,GO:0055010
P63316,GO:0060048
P63316,GO:0086003
P63316,GO:1990584
Q15274,GO:0004514
Q15274,GO:0005737
Q15274,GO:0005829
Q15274,GO:0009435
Q15274,GO:0034213
Q15274,GO:0034354
Q15274,GO:0042802
Q15274,GO:0070062
Q15274,GO:1902494
Q8TDS4,GO:0001781
Q8TDS4,GO:0005886
Q8TDS4,GO:0007186
Q8TDS4,GO:0030054
Q8TDS4,GO:0033031
Q8TDS4,GO:0050995
Q8TDS4,GO:0070165
Q8TDS4,GO:0070553
Q96PD7,GO:0003846
Q96PD7,GO:0004144
Q96PD7,GO:0005739
Q96PD7,GO:0005783
Q96PD7,GO:0005789
Q96PD7,GO:0005811
Q96PD7,GO:0006071
Q96PD7,GO:0006640
Q96PD7,GO:0006651
Q96PD7,GO:0007584
Q96PD7,GO:0010867
Q96PD7,GO:0016020
Q96PD7,GO:0019432
Q96PD7,GO:0019915
Q96PD7,GO:0034383
Q96PD7,GO:0035336
Q96PD7,GO:0035356
Q96PD7,GO:0042632
Q96PD7,GO:0042803
Q96PD7,GO:0045722
Q96PD7,GO:0046322
Q96PD7,GO:0046339
Q96PD7,GO:0048471
Q96PD7,GO:0050252
Q96PD7,GO:0050746
Q96PD7,GO:0055089
Q96PD7,GO:0060613
Q96PD7,GO:0071400
Q96PD7,GO:0090181
Q96PD7,GO:0097006
Q96PD7,GO:1990578
Q99519,GO:0004308
Q99519,GO:0005576
Q99519,GO:0005737
Q99519,GO:0005764
Q99519,GO:0005765
Q99519,GO:0005886
Q99519,GO:0006689
Q99519,GO:0009313
Q99519,GO:0016020
Q99519,GO:0016997
Q99519,GO:0030054
Q99519,GO:0035580
Q99519,GO:0043202
Q99519,GO:0070062
Q01064,GO:0004115
Q01064,GO:0004117
Q01064,GO:0005516
Q01064,GO:0005829
Q01064,GO:0007165
Q01064,GO:0030224
Q01064,GO:0036006
Q01064,GO:0043025
Q01064,GO:0046872
Q01064,GO:0047555
Q01064,GO:0048101
Q01064,GO:0097011
Q01064,GO:0141162
Q01668,GO:0005245
Q01668,GO:0005262
Q01668,GO:0005886
Q01668,GO:0005891
Q01668,GO:0006816
Q01668,GO:0007188
Q01668,GO:0007605
Q01668,GO:0030018
Q01668,GO:0030506
Q01668,GO:0045762
Q01668,GO:0046872
Q01668,GO:0051393
Q01668,GO:0051928
Q01668,GO:0060372
Q01668,GO:0070509
Q01668,GO:0070588
Q01668,GO:0086002
Q01668,GO:0086007
Q01668,GO:0086012
Q01668,GO:0086046
Q01668,GO:0086059
Q01668,GO:0086091
Q01668,GO:0098703
Q01668,GO:1901379
Q01668,GO:1990454
Q14524,GO:0001518
Q14524,GO:0002027
Q14524,GO:0003161
Q14524,GO:0003231
Q14524,GO:0003360
Q14524,GO:0005248
Q14524,GO:0005516
Q14524,GO:0005783
Q14524,GO:0005886
Q14524,GO:0005901
Q14524,GO:0006814
Q14524,GO:0009986
Q14524,GO:0010765
Q14524,GO:0014704
Q14524,GO:0014894
Q14524,GO:0016020
Q14524,GO:0016328
Q14524,GO:0017134
Q14524,GO:0019899
Q14524,GO:0019901
Q14524,GO:0019904
Q14524,GO:0021537
Q14524,GO:0021549
Q14524,GO:0030018
Q14524,GO:0030315
Q14524,GO:0030506
Q14524,GO:0031625
Q14524,GO:0035725
Q14524,GO:0042383
Q14524,GO:0042475
Q14524,GO:0044325
Q14524,GO:0045760
Q14524,GO:0048471
Q14524,GO:0050679
Q14524,GO:0050998
Q14524,GO:0051899
Q14524,GO:0060048
Q14524,GO:0060307
Q14524,GO:0060371
Q14524,GO:0060372
Q14524,GO:0060373
Q14524,GO:0071277
Q14524,GO:0086002
Q14524,GO:0086004
Q14524,GO:0086005
Q14524,GO:0086006
Q14524,GO:0086010
Q14524,GO:0086012
Q14524,GO:0086014
Q14524,GO:0086015
Q14524,GO:0086016
Q14524,GO:0086043
Q14524,GO:0086045
Q14524,GO:0086046
Q14524,GO:0086047
Q14524,GO:0086048
Q14524,GO:0086060
Q14524,GO:0086061
Q14524,GO:0086062
Q14524,GO:0086063
Q14524,GO:0086067
Q14524,GO:0086091
Q14524,GO:0097110
Q14524,GO:0098912
Q14524,GO:1902305
Q16665,GO:0000302
Q16665,GO:0000785
Q16665,GO:0000791
Q16665,GO:0000977
Q16665,GO:0000978
Q16665,GO:0000981
Q16665,GO:0000987
Q16665,GO:0001216
Q16665,GO:0001217
Q16665,GO:0001222
Q16665,GO:0001223
Q16665,GO:0001228
Q16665,GO:0001666
Q16665,GO:0001678
Q16665,GO:0001837
Q16665,GO:0001938
Q16665,GO:0002039
Q16665,GO:0002248
Q16665,GO:0003700
Q16665,GO:0005634
Q16665,GO:0005654
Q16665,GO:0005667
Q16665,GO:0005737
Q16665,GO:0005829
Q16665,GO:0006110
Q16665,GO:0006351
Q16665,GO:0006355
Q16665,GO:0006357
Q16665,GO:0007165
Q16665,GO:0010039
Q16665,GO:0010468
Q16665,GO:0010573
Q16665,GO:0010575
Q16665,GO:0010628
Q16665,GO:0010629
Q16665,GO:0010634
Q16665,GO:0016604
Q16665,GO:0016607
Q16665,GO:0016922
Q16665,GO:0019896
Q16665,GO:0019899
Q16665,GO:0019901
Q16665,GO:0019904
Q16665,GO:0030279
Q16665,GO:0030949
Q16665,GO:0031514
Q16665,GO:0031625
Q16665,GO:0032364
Q16665,GO:0032722
Q16665,GO:0032909
Q16665,GO:0032963
Q16665,GO:0032991
Q16665,GO:0034599
Q16665,GO:0042826
Q16665,GO:0043536
Q16665,GO:0045648
Q16665,GO:0045766
Q16665,GO:0045821
Q16665,GO:0045893
Q16665,GO:0045944
Q16665,GO:0046886
Q16665,GO:0046982
Q16665,GO:0051541
Q16665,GO:0051879
Q16665,GO:0061629
Q16665,GO:0070101
Q16665,GO:0070888
Q16665,GO:0071347
Q16665,GO:0071456
Q16665,GO:0090575
Q16665,GO:0098586
Q16665,GO:0140537
Q16665,GO:1900017
Q16665,GO:1902894
Q16665,GO:1902895
Q16665,GO:1903377
Q16665,GO:1903427
Q16665,GO:1904115
Q16665,GO:2000434
P53805,GO:0003676
P53805,GO:0004864
P53805,GO:0005634
P53805,GO:0005737
P53805,GO:0007519
P53805,GO:0008597
P53805,GO:0009612
P53805,GO:0019722
P53805,GO:0042802
P53805,GO:0043627
P53805,GO:0051151
P53805,GO:0070885
Q09428,GO:0001678
Q09428,GO:0005267
Q09428,GO:0005524
Q09428,GO:0005886
Q09428,GO:0006813
Q09428,GO:0007565
Q09428,GO:0007613
Q09428,GO:0008281
Q09428,GO:0008282
Q09428,GO:0008542
Q09428,GO:0009268
Q09428,GO:0009410
Q09428,GO:0010043
Q09428,GO:0010989
Q09428,GO:0015272
Q09428,GO:0016525
Q09428,GO:0016887
Q09428,GO:0019829
Q09428,GO:0030672
Q09428,GO:0031004
Q09428,GO:0032496
Q09428,GO:0032760
Q09428,GO:0032868
Q09428,GO:0035774
Q09428,GO:0042383
Q09428,GO:0042734
Q09428,GO:0043268
Q09428,GO:0043531
Q09428,GO:0044325
Q09428,GO:0046676
Q09428,GO:0046872
Q09428,GO:0050796
Q09428,GO:0055085
Q09428,GO:0060253
Q09428,GO:0061855
Q09428,GO:0071805
Q09428,GO:0140359
Q09428,GO:1900721
Q09428,GO:1905075
Q09428,GO:1905604
Q09428,GO:1990573
Q8NBP7,GO:0001822
Q8NBP7,GO:0001889
Q8NBP7,GO:0001920
Q8NBP7,GO:0002091
Q8NBP7,GO:0002092
Q8NBP7,GO:0003723
Q8NBP7,GO:0004175
Q8NBP7,GO:0004252
Q8NBP7,GO:0005576
Q8NBP7,GO:0005615
Q8NBP7,GO:0005737
Q8NBP7,GO:0005764
Q8NBP7,GO:0005765
Q8NBP7,GO:0005769
Q8NBP7,GO:0005770
Q8NBP7,GO:0005783
Q8NBP7,GO:0005788
Q8NBP7,GO:0005794
Q8NBP7,GO:0005886
Q8NBP7,GO:0006915
Q8NBP7,GO:0007041
Q8NBP7,GO:0008203
Q8NBP7,GO:0009267
Q8NBP7,GO:0009986
Q8NBP7,GO:0010989
Q8NBP7,GO:0016540
Q8NBP7,GO:0019871
Q8NBP7,GO:0022008
Q8NBP7,GO:0030134
Q8NBP7,GO:0030169
Q8NBP7,GO:0030182
Q8NBP7,GO:0030547
Q8NBP7,GO:0031232
Q8NBP7,GO:0032802
Q8NBP7,GO:0032805
Q8NBP7,GO:0032869
Q8NBP7,GO:0034185
Q8NBP7,GO:0034189
Q8NBP7,GO:0034190
Q8NBP7,GO:0036020
Q8NBP7,GO:0042632
Q8NBP7,GO:0043523
Q8NBP7,GO:0043525
Q8NBP7,GO:0048471
Q8NBP7,GO:0050750
Q8NBP7,GO:0070326
Q8NBP7,GO:0141110
Q8NBP7,GO:1903783
Q8NBP7,GO:1905601
Q8NBP7,GO:1990666
Q8NBP7,GO:1990667
Q12791,GO:0001666
Q12791,GO:0003779
Q12791,GO:0005249
Q12791,GO:0005886
Q12791,GO:0005901
Q12791,GO:0006813
Q12791,GO:0006970
Q12791,GO:0008076
Q12791,GO:0015269
Q12791,GO:0016020
Q12791,GO:0016324
Q12791,GO:0030007
Q12791,GO:0034465
Q12791,GO:0042311
Q12791,GO:0042391
Q12791,GO:0042802
Q12791,GO:0043065
Q12791,GO:0045211
Q12791,GO:0045794
Q12791,GO:0046872
Q12791,GO:0051592
Q12791,GO:0060072
Q12791,GO:0060073
Q12791,GO:0060083
Q12791,GO:0071805
Q92736,GO:0001666
Q92736,GO:0002027
Q92736,GO:0003143
Q92736,GO:0003220
Q92736,GO:0003300
Q92736,GO:0005219
Q92736,GO:0005262
Q92736,GO:0005509
Q92736,GO:0005513
Q92736,GO:0005516
Q92736,GO:0005790
Q92736,GO:0005886
Q92736,GO:0006816
Q92736,GO:0006874
Q92736,GO:0006941
Q92736,GO:0010460
Q92736,GO:0010881
Q92736,GO:0010882
Q92736,GO:0014701
Q92736,GO:0014808
Q92736,GO:0014850
Q92736,GO:0015278
Q92736,GO:0016020
Q92736,GO:0016529
Q92736,GO:0019722
Q92736,GO:0019899
Q92736,GO:0030018
Q92736,GO:0031000
Q92736,GO:0032991
Q92736,GO:0033017
Q92736,GO:0034236
Q92736,GO:0034237
Q92736,GO:0034704
Q92736,GO:0035994
Q92736,GO:0042383
Q92736,GO:0042802
Q92736,GO:0043924
Q92736,GO:0044325
Q92736,GO:0048763
Q92736,GO:0051209
Q92736,GO:0051480
Q92736,GO:0051775
Q92736,GO:0055117
Q92736,GO:0060048
Q92736,GO:0060402
Q92736,GO:0070296
Q92736,GO:0071313
Q92736,GO:0071872
Q92736,GO:0086005
Q92736,GO:0086029
Q92736,GO:0086064
Q92736,GO:0097050
Q92736,GO:0098735
Q92736,GO:0098904
Q92736,GO:0098907
Q92736,GO:0098910
Q92736,GO:0098911
Q96FL8,GO:0005886
Q96FL8,GO:0006855
Q96FL8,GO:0015179
Q96FL8,GO:0015234
Q96FL8,GO:0015297
Q96FL8,GO:0015489
Q96FL8,GO:0015695
Q96FL8,GO:0015837
Q96FL8,GO:0015847
Q96FL8,GO:0016020
Q96FL8,GO:0016323
Q96FL8,GO:0016324
Q96FL8,GO:0022857
Q96FL8,GO:0042908
Q96FL8,GO:0042910
Q96FL8,GO:0061459
Q96FL8,GO:0089718
Q96FL8,GO:0097638
Q96FL8,GO:0140968
Q96FL8,GO:1902475
Q96FL8,GO:1990961
P54289,GO:0005245
P54289,GO:0005886
P54289,GO:0005891
P54289,GO:0006816
P54289,GO:0016529
P54289,GO:0035774
P54289,GO:0046872
P54289,GO:0048787
P54289,GO:0051924
P54289,GO:0060307
P54289,GO:0060402
P54289,GO:0061577
P54289,GO:0070062
P54289,GO:0086002
P54289,GO:0086048
P54289,GO:0086091
P54289,GO:0098703
P54289,GO:0098903
P54289,GO:0098982
P54289,GO:0098992
P54289,GO:1902514
P54289,GO:1904646
P54289,GO:1990454
Q14994,GO:0000122
